Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1743241062313,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,2.0999999046325684,2.0999999046325684,2.0999999046325684,3.3000001907348633,3.3000001907348633,100,50,0,50,66.66667175292969,0,100,0,0,0,0,6.480596542358398,19327352832,1073741824,10774511616,132972544
203,1743241062314,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,2.0999999046325684,2.0999999046325684,2.0999999046325684,3.3000001907348633,3.3000001907348633,50,100,0,100,NaN,100,50,0,0,0,0,6.480596542358398,19327352832,1073741824,10775494656,132972544
209,1743241062517,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,2.0999999046325684,2.0999999046325684,2.0999999046325684,3.3000001907348633,3.3000001907348633,57.894737243652344,52.6315803527832,23.809524536132813,40,35,21.052631378173828,21.052631378173828,33.333335876464844,25,21.052631378173828,21.052631378173828,6.480596542358398,19327352832,1073741824,10775494656,132972544
205,1743241062728,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,31.46875,32.56731033325195,32.12775802612305,31.961172103881836,35.106903076171875,33.88865280151367,42.105262756347656,55,9.523809432983398,35,23.809524536132813,31.81818199157715,9.523809432983398,65,27.272727966308594,13.043478012084961,13.636363983154297,6.480596542358398,19327352832,1073741824,10775494656,132972544
207,1743241062934,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,31.46875,32.56731033325195,32.12775802612305,31.961172103881836,35.106903076171875,33.88865280151367,71.42857360839844,66.66667175292969,40,60.000003814697266,60.000003814697266,65,52.38095474243164,47.619049072265625,45,42.105262756347656,90.47618865966797,6.480596542358398,19327352832,1073741824,10797481984,132972544
205,1743241063142,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,31.46875,32.56731033325195,32.12775802612305,31.961172103881836,35.106903076171875,33.88865280151367,70,68.42105102539063,33.333335876464844,61.904762268066406,57.142860412597656,47.619049072265625,45,33.333335876464844,33.333335876464844,31.81818199157715,100,3.5321664810180664,19327352832,1073741824,10729242624,132972544
208,1743241063347,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,31.46875,32.56731033325195,32.12775802612305,31.961172103881836,35.106903076171875,33.88865280151367,28.571430206298828,27.272727966308594,10,25,10,10,10,14.285715103149414,10,100,14.285715103149414,3.5321664810180664,19327352832,1073741824,10709204992,132972544
206,1743241063557,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,31.46875,32.56731033325195,32.12775802612305,31.961172103881836,35.106903076171875,33.88865280151367,28.571430206298828,15.789472579956055,0,19.047618865966797,14.285715103149414,5,14.285715103149414,70,0,33.333335876464844,0,3.5321664810180664,19327352832,1073741824,10709254144,132972544
202,1743241063764,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,34.375,37.62214660644531,35.799591064453125,35.163116455078125,39.87997817993164,36.305084228515625,10.526315689086914,23.809524536132813,0,4.761904716491699,0,9.090909004211426,4.761904716491699,47.619049072265625,52.38095474243164,0,0,3.5321664810180664,19327352832,1073741824,10709270528,132972544
207,1743241063967,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,34.375,37.62214660644531,35.799591064453125,35.163116455078125,39.87997817993164,36.305084228515625,70,65,75,60.000003814697266,55,52.6315803527832,52.38095474243164,71.42857360839844,75,70,70,3.5321664810180664,19327352832,1073741824,10711597056,132972544
203,1743241064174,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,34.375,37.62214660644531,35.799591064453125,35.163116455078125,39.87997817993164,36.305084228515625,70,65,76.19047546386719,65,61.904762268066406,57.142860412597656,57.894737243652344,75,76.19047546386719,76.19047546386719,75,7.299278259277344,19327352832,1073741824,10711597056,132972544
202,1743241064378,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,34.375,37.62214660644531,35.799591064453125,35.163116455078125,39.87997817993164,36.305084228515625,76.19047546386719,75,76.19047546386719,70,68.42105102539063,70,65,75,80,76.19047546386719,80.95238494873047,7.299278259277344,19327352832,1073741824,10722656256,132972544
206,1743241064581,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,34.375,37.62214660644531,35.799591064453125,35.163116455078125,39.87997817993164,36.305084228515625,73.68421173095703,66.66667175292969,78.94737243652344,63.15789031982422,60.000003814697266,60.000003814697266,57.142860412597656,80,75,75,75,7.299278259277344,19327352832,1073741824,10722082816,132972544
208,1743241064788,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,37.53125,44.422821044921875,44.381404876708984,43.09998321533203,51.394287109375,39.7028694152832,70,68.42105102539063,80.95238494873047,66.66667175292969,61.904762268066406,57.894737243652344,60.000003814697266,71.42857360839844,80,70,75,7.299278259277344,19327352832,1073741824,10722082816,132972544
677973,1743241064997,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,37.53125,44.422821044921875,44.381404876708984,43.09998321533203,51.394287109375,39.7028694152832,76.19047546386719,70,76.19047546386719,65,65,61.904762268066406,60.000003814697266,80,77.2727279663086,80,77.2727279663086,7.299278259277344,19327352832,1073741824,10721755136,132972544
202,1743241742971,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,37.53125,44.422821044921875,44.381404876708984,43.09998321533203,51.394287109375,39.7028694152832,20,22.22222328186035,11.538461685180664,18.518518447875977,12,15.384615898132324,15.384615898132324,19.230770111083984,15.384615898132324,17.85714340209961,15.384615898132324,12.668476104736328,19327352832,1073741824,10722574336,132972544
